Id,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Download,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library,Call Number,Extra,Notes,Cover,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
Y83ZLR4K,book,2009,,Changing the Center of Gravity: Transforming Classical Studies through Cyberinfrastructure,,,,,http://digitalhumanities.org:8080/dhq/vol/3/1/index.html,"The workshop ""Changing the Center of Gravity: Transforming Classical Studies Through Cyberinfrastructure"" took place at University of Kentucky on Oct. 5, 2007. The workshop, celebration of the work of A. Ross Scaife, focused on the development of cyberinfrastructure for Classical studies. Workshop presenters included leading scholars in the field of Digital Classics from across North America.",2009,2025-11-07 11:50:12,2025-11-07 11:50:12,,,,,,,,,Digital Humanities Quarterly,3.1,,,,,en,,,,,,,http://www.rch.uky.edu/CenterOfGravity/,"This collection of essays represents the wide perspective of current research being undertaken in Digital Classics. It honours the life of Professor Allen Ross Scaife, who was instrumental in advancing digital scholarship in the field of Classics.",,,,obj_Infrastructures; meta_Assessing,"Crane, Gregory; Terras, Melissa",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GE2AJWDP,book,2009,,"Shakespeare, Computers, and the Mystery of Authorship",,978-0-521-51623-5,,,http://ebooks.cambridge.org/ebook.jsf?bid=CBO9780511605437,"n this book Craig, Kinney and their collaborators confront the main unsolved mysteries in Shakespeare's canon through computer analysis of Shakespeare's and other writers' styles. In some cases their analysis confirms the current scholarly consensus, bringing long-standing questions to something like a final resolution. In other areas the book provides more surprising conclusions: that Shakespeare wrote the 1602 additions to The Spanish Tragedy, for example, and that Marlowe along with Shakespeare was a collaborator on Henry VI, Parts 1 and 2. The methods used are more wholeheartedly statistical, and computationally more intensive, than any that have yet been applied to Shakespeare studies. The book also reveals how word patterns help create a characteristic personal style. In tackling traditional problems with the aid of the processing power of the computer, harnessed through computer science, and drawing upon large amounts of data, the book is an exemplar of the new domain of digital humanities",2009,2025-11-07 11:50:12,2025-11-07 11:50:12,,,254,,,,,,,,,,Cambridge University Press,,en,,,,,,,,"Using computer analysis, this book confronts the main unsolved mysteries of authorship in Shakespeare's canon, providing some surprising conclusions.",,,,obj_Literature; t_Stylometry,"Craig, Hugh; Kinney, Arthur F.",,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
4RDZ4AY7,book,2009,,"Modern methods for musicology: prospects, proposals, and realities",,978-0-7546-7302-6,,,"http://books.google.de/books?hl=de&lr=&id=uani7DPZn24C&oi=fnd&pg=PA1&dq=Modern+methods+for+musicology:+prospects,+proposals,+and+realities&ots=5h1n8W039J&sig=ixgqhhjgJVfAbTg2HxCCXJd1Frk#v=onepage&q=Modern%20methods%20for%20musicology%3A%20prospects%2C%20proposals%2C%20and%20realities&f=false","Written by leading experts, this volume provides a picture of the realities of current ICT use in musicology as well as prospects and proposals for how it could be fruitfully used in the future. Through its coverage of topics spanning content-based sound searching/retrieval, sound and content analysis, markup and text encoding, audio resource sharing, and music recognition, this book highlights the breadth and inter-disciplinary nature of the subject matter and provides a valuable resource to technologists, musicologists, musicians and music educators. It facilitates the identification of worthwhile goals to be achieved using technology and effective interdisciplinary collaboration.",2009,2025-11-07 11:50:12,2025-11-07 11:50:12,,,185,,,,,Modern methods for musicology,Digital research in the arts and humanities,,,,Ashgate,"Farnham, England ; Burlington, VT",en,,,,,,,,"Written by leading experts, this volume provides a picture of the realities of current ICT use in musicology as well as prospects and proposals for how it could be fruitfully used in the future. Through its coverage of topics spanning content-based sound searching/retrieval, sound and content analysis, markup and text encoding, audio resource sharing, and music recognition, this book highlights the breadth and inter-disciplinary nature of the subject matter and provides a valuable resource to technologists, musicologists, musicians and music educators. It facilitates the identification of worthwhile goals to be achieved using technology and effective interdisciplinary collaboration.",,,,X-CHECK; obj_Music,"Crawford, Tim; Gibson, Lorna",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TA84TUAS,book,2010,"Harley, Diane; Acord, Sophia Krzys; Earl-Novell, Sarah; Lawrence, Shannon; King, C. Judson",Assessing the Future Landscape of Scholarly Communication: An Exploration of Faculty Values and Needs in Seven Disciplines,,,,,http://www.escholarship.org/uc/item/15x7385g,"Since 2005, the Center for Studies in Higher Education (CSHE), with generous funding from the Andrew W. Mellon Foundation, has been conducting research to understand the needs and practices of faculty for in-progress scholarly communication (i.e., forms of communication employed as research is being executed) as well as archival publication. This report brings together the responses of 160 interviewees across 45, mostly elite, research institutions in seven selected academic fields: archaeology, astrophysics, biology, economics, history, music, and political science. The overview document summarizes the main practices we explored across all seven disciplines: tenure and promotion, dissemination, sharing, collaboration, resource creation and consumption, and public engagement. We published the report online in such a way that readers can search various topics within and across case studies.∗ Our premise has always been that disciplinary conventions matter and that social realities (and individual personality) will dictate how new practices, including those under the rubric of Web 2.0 or cyberinfrastructure, are adopted by scholars. That is, the academic values embodied in disciplinary cultures, as well as the interests of individual players, have to be considered when envisioning new schemata for the communication of scholarship at its various stages. We identified five key topics, addressed in detail in the case studies, that require real attention: (1) The development of more nuanced tenure and promotion practices that do not rely exclusively on the imprimatur of the publication or easily gamed citation metrics, (2) A reexamination of the locus, mechanisms, timing, and meaning of peer review, (3) Competitive, high-quality, and affordable journals and monograph publishing platforms (with strong editorial boards, peer review, and sustainable business models), (4) New models of publication that can accommodate arguments of varied length, rich media, and embedded links to data; plus institutional assistance to manage permissions of copyrighted material, and (5) Support for managing and preserving new research methods and products, including components of natural language processing, visualization, complex distributed databases, and GIS, among many others. Although robust infrastructures are needed locally and beyond, the sheer diversity of scholars’ needs across the disciplines and the rapid evolution of the technologies themselves means that one-size-fits-all solutions will almost always fall short. As faculty continue to innovate and pursue new avenues in their research, both the technical and human infrastructure will have to evolve with the ever-shifting needs of scholars. This infrastructure will, by necessity, be built within the context of disciplinary conventions, reward systems, and the practice of peer review, all of which undergird the growth and evolution of superlative academic endeavors.",2010,2025-11-07 11:50:12,2025-11-07 11:50:12,,,,,,,,,,,,,"CSHE, UC Berkeley",Berkeley,en,,,,,,,,"<div class=""comment"">
<p>This book needs an abstract or excerpt, and it doesn't have a Google Books description available to use. For a customized abstract or excerpt, add a note to the item in the 
<a href=""github.com/{{github}}/{{BASE_URL}}"">Zotero library</a></p>
</div>",,,,goal_Dissemination; obj_ResearchResults,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XHUSKENU,book,2011,,Les historiens et l'information: un métier àé rinventer,,,,,,,2011,2025-11-07 11:50:12,2025-11-07 11:50:12,,,,,,,,,,,,,École française de Rome,Rome,,,,,,,,,"<div class=""comment"">
<p>This book needs an abstract or excerpt, and it doesn't have a Google Books description available to use. For a customized abstract or excerpt, add a note to the item in the 
<a href=""github.com/{{github}}/{{BASE_URL}}"">Zotero library</a></p>
</div>",,,,,"Genet, Jean-Philippe; Zorzi, Andrea",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3ZKQRZQT,book,2013,,Open Access monographs in the humanities and social sciences conference,,,,,jisc-­‐collections.ac.uk/reports/oabooksreport,"On the 1 and 2 July 2013, JISC Collections, in partnership with OAPEN Foundation, held the Open Access Monographs in the Humanities and Social Sciences conference (#OAbooks). Hosted at the British Library and sponsored by Jisc, AHRC, ESRC, FWF and NWO, the conference was attended by over 250 delegates from across the world and from all areas of scholarly communications. Chaired by Martin Hall, Vice Chancellor of the University of Salford, the conference provided the opportunity to discuss the challenges of moving to an open access model for monographs, learn about new initiatives and to share ideas for where collaboration could help support the adoption of open access monograph publishing in the humanities and social sciences (HSS).",2013,2025-11-07 11:50:12,2025-11-07 11:50:12,,,,,,,,,,,,,JISC,London,en,CC-BY,,,,,,,"<div class=""comment"">
<p>This book needs an abstract or excerpt, and it doesn't have a Google Books description available to use. For a customized abstract or excerpt, add a note to the item in the 
<a href=""github.com/{{github}}/{{BASE_URL}}"">Zotero library</a></p>
</div>",,,,,"Ferwerda, Eelco; Milloy, Caren",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8VUHWPGC,book,2003,"Fiormonte, Domenico",Scrittura e filologia nell'era digitale,,,,,http://www.bollatiboringhieri.it/scheda.php?codice=9788833957135,"Questo libro è un’introduzione completa e accessibile al fenomeno della testualità digitale rivolta a studenti e ricercatori dell’area umanistica. Il volume è strutturato in quattro parti più un’appendice didattica disponibile in rete e costantemente aggiornata (www.bollatiboringhieri.it). Nella prima parte viene discusso il rapporto fra la comunicazione scritta e i suoi supporti. Lo scopo è mostrare come l’impatto di ciascun sistema di media – informatica inclusa – dia luogo a risultati complessi e contradditori intrecciandosi con fenomeni sociali, culturali, economici. Nella seconda parte l’autore analizza le principali forme della testualità digitale, dalle sue origini (la videoscrittura, l’ipertesto) ai giorni nostri (la comunicazione interattiva, i giochi di ruolo, la retorica del Web). Vengono poi affrontati i nodi teorici e pratici del rapporto fra critica testuale e digitalizzazione del documento. Prendendo spunto dallo studio delle varianti d’autore viene presentato Varianti digitali, un archivio on-line per la didattica e lo studio del processo di scrittura. Accompagna e conclude il volume una rassegna delle più importanti risorse on-line e off-line per la filologia digitale.",2003,2025-11-07 11:50:12,2025-11-07 11:50:12,,,,,,,,,,,,,Bollati Boringhieri,Turino,it,,,,,,,,,,,,meta_GiveOverview; obj_DigitalHumanities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RXQ69GFS,book,2014,,Lexicon of Scholarly Editing. A Multilingual Lexicon for a Multilingual Discipline,,,,,http://uahost.uantwerpen.be/lse/,,2014,2025-11-07 11:50:12,2025-11-07 11:50:12,,,,,,,,,,,,,Centre for Manuscript Genetics,Antwerp,en,,,,,,,,"<div class=""comment"">
<p>This book needs an abstract or excerpt, and it doesn't have a Google Books description available to use. For a customized abstract or excerpt, add a note to the item in the 
<a href=""github.com/{{github}}/{{BASE_URL}}"">Zotero library</a></p>
</div>",,,,act_Annotating; obj_Text; goal_Enrichment; obj_Manuscripts; act_Editing,"Dillen, Wout",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDAMLSHD,book,2007,"Galina, Isabel; Ordoñez, C.",Introducción a la edición digital,,,,,http://www.anatomiadelaedicion.com/wordpress/wp-content/uploads/2010/01/manual-de-edicion-digital-1.pdf,,2007,2025-11-07 11:50:12,2025-11-07 11:50:12,,,128,,,,,,Colección Biblioteca del Editor,,,,"Dirección General de Publicaciones y Fomento Editorial, UNAM",Mexico City,es,,,,,,,,,,,,obj_Text; goal_Enrichment; act_Editing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K2ZJUPSH,book,2012,"Hayles, N. Katherine",How we think: digital media and contemporary technogenesis,,978-0-226-32140-0 978-0-226-32142-4,,,,"""How do we think? "" N. Katherine Hayles poses this question at the beginning of this bracing exploration of the idea that we think through, with, and alongside media. As the age of print passes and new technologies appear every day, this proposition has become far more complicated, particularly for the traditionally print-based disciplines in the humanities and qualitative social sciences. With a rift growing between digital scholarship and its print-based counterpart, Hayles argues for contemporary technogenesis-the belief that humans and technics are coevolving-and advocates for what she calls comparative media studies, a new approach to locating digital work within print traditions and vice versa. Hayles examines the evolution of the field from the traditional humanities and how the digital humanities are changing academic scholarship, research, teaching, and publication. She goes on to depict the neurological consequences of working in digital media, where skimming and scanning, or ""hyper reading,"" and analysis through machine algorithms are forms of reading as valid as close reading once was. Hayles contends that we must recognize all three types of reading and understand the limitations and possibilities of each. In addition to illustrating what a comparative media perspective entails, Hayles explores the technogenesis spiral in its full complexity. She considers the effects of early databases such as telegraph code books and confronts our changing perceptions of time and space in the digital age, illustrating this through three innovative digital productions-Steve Tomasula's electronic novel, T.O.C.; Steven Hall's The Raw Shark Texts; and Mark Z. Danielewski's Only Revolutions. Deepening our understanding of the extraordinary transformative powers digital technologies have placed in the hands of humanists, How We Think presents a cogent rationale for tackling the challenges facing the humanities today.",2012,2025-11-07 11:50:12,2025-11-07 11:50:12,,,,,,,,How we think,,,,,The University of Chicago Press,Chicago; London,en,,,,,,,,"How we think: digital media and contemporary technogenesis -- First interlude: practices and processes in digital media -- The digital humanities: engaging the issues -- How we read: close, hyper, machine -- Second interlude: the complexities of contemporary technogenesis -- Tech-toc: complex temporalities and contemporary technogenesis -- Technogenesis in action: telegraph code books and the place of the human -- Third interlude: narrative and database: digital media as forms -- Narrative and database: spatial history and the limits of symbiosis -- Transcendent data and transmedia narrative: Steven Hall's The raw shark texts -- Mapping time, charting data: the spatial aesthetic of Mark Z. Danielewski's Only revolutions.",,,,meta_GiveOverview; obj_DigitalHumanities; act_Conceptualizing; obj_Methods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGVQ8H9R,book,2014,"Duşa, Adrian; Nelle, Dietrich; Stock, Günter; Wagner, Gert G",Facing the future: European research infrastructures for the humanities and social sciences,,978-3-944417-03-5,,,http://www.akademienunion.de/BMBF_Projekt/FACING_THE_FUTURE.pdf,"This book documents the results of the conference Facing the Future: European Research Infrastructure for Humanities and Social Sciences (November 21/22 2013, Berlin), initiated by the Social and Cultural Innovation Strategy Working Group of ESFRI (SCI-SWG) and the German Federal Ministry of Education and Research (BMBF), and hosted by the European Federation of Academies of Sciences and Humanities (ALLEA) and the German Data Forum (RatSWD)",2014,2025-11-07 11:50:12,2025-11-07 11:50:12,,,210,,,,,Facing the future,,,,,Scivero,Berlin,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AKE63NQG,book,2012,"Hollender, Ulrike",Erfolgreich recherchieren - Romanistik,,978-3-11-027104-1,,,http://www.degruyter.com/view/product/179936?format=B,"Der Band Erfolgreich recherchieren – Romanistik bietet einen umfassenden Überblick zu allen Teilgebieten der Romanistik. Im Vordergrund stehen elektronische Angebote, berücksichtigt werden aber auch die gedruckten Informationsmittel, die für die Romanistik nach wie vor unverzichtbar sind. In einem ›Basic‹-Kapitel lernen Sie von Grund auf, wie Sie Bücher und Aufsätze zur romanistischen Lingustik und Literaturwissenschaft suchen und finden und wie Sie diese Werke in elektronischer und gedruckter Form beschaffen. Hier erfahren Sie auch, wie Bibliotheken effektiv &#8211; also zeitsparend und nachhaltig &#8211; zu nutzen sind. Ein ›Advanced‹-Kapitel führt die Recherchetipps dann sowohl methodisch als auch am praktischen Einzelfall orientiert weiter aus, so dass Sie sich auf dem weiten Feld der Möglichkeiten bald professionell bewegen können. Ein eigener Teil des Buches widmet sich schließlich der Weiterverarbeitung der gefundenen Informationen, d.h. der Dokumentenlieferung, der Verwendung von Literaturverwaltungsprogrammen und dem richtigen Zitieren. Ob also für das erste Referat oder die Abschluss- oder Doktorarbeit &#8211; hier bekommen Sie einen kompetenten Leitfaden für die erfolgreiche romanistische Recherche an die Hand. Die Reihe Nur wer heutzutage effektiv mit Informationsressourcen umgehen kann, ist in der Lage, das Studium erfolgreich zu meistern. Die Bände der Reihe Erfolgreich recherchieren bieten einen ebenso schnellen wie kompetenten Überblick für den Benutzer zu jedem Zeitpunkt des Studiums. Sie stammen von renommierten „Informationsprofis” aus den Universitäts- und Fachbibliotheken. Regelmäßige Neuauflagen sind geplant. === Inhaltsverzeichnis Einleitung: Googlest Du noch oder recherchierst Du schon? 1 1 Basics 6 1.1 Literatur finden: Basics 6 1.1.1 Wikipedia 6 1.1.2 Der erste Gang in die Bibliothek 7 1.1.3 MLA International Bibliography (MLA) 11 1.1.4 Online Contents (OLC) 13 1.1.5 Internationale Bibliographie der geistes- und sozialwissenschaftlichen Zeitschriftenliteratur (IBZ) 14 1.1.6 Periodicals Index Online (PIO) 17 1.1.7 Die französische Datenbank zu den Geistes- und Sozialwissenschaften FRANCIS 20 1.1.8 Bases de datos bibliográficas del CSIC 21 1.1.9 Die Datenbank zu spanischer wissenschaftlicher Literatur DIALNET 22 1.1.10 Handbook of Latin American Studies (HLAS) 22 1.1.11 Articoli italiani di periodici accademici/Bibliographie der italienischen Zeitschriftenliteratur (AIDA online) 23 1.1.12 Riviste di italianistica nel mondo (Italinemo) 24 1.2 Literatur beschaffen: Basics 25 1.2.1 Der Katalog Ihrer Bibliothek (OPAC) 25 1.2.2 Der „Deutschlandkatalog“ (und mehr): der Karlsruher Virtuelle Katalog (KVK) 30 1.2.3 WorldCat 31 1.2.4 Die Zeitschriftendatenbank (ZDB) 32 1.2.5 Die Elektronische Zeitschriftenbibliothek (EZB) 33 1.2.6 Das Datenbank-Infosystem (DBIS) 34 2 Advanced 38 2.1 Literatur finden: Advanced 38 2.1.1 Kindlers Literatur Lexikon 38 2.1.2 Kritische Lexika zur Gegenwartsliteratur 42 2.1.3 Literature Resource Center 44 2.1.4 Romanische Bibliographie 46 2.1.5 Bibliographie der französischen Literaturwissenschaft (Klapp) 56 2.1.6 Bibliographie de la littérature française (XVIe–XXe siècles)(Rancoeur) 58 2.1.7 French 17 61 2.1.8 French XX bibliography 61 2.1.9 Bibliografia Generale della Lingua e della Letteratura Italiana (BiGLI) 62 2.1.10 Letteratura Italiana. Aggiornamento Bibliografico (LIAB) 66 2.1.11 Letteratura Italiana. Repertorio Automatizzato (LIRA) 68 2.1.12 Bibliography of Linguistic Literature Database (BLLDB) 69 2.1.13 Linguistics and Language Behavior Abstracts (LLBA) 70 2.1.14 Linguistic Bibliography Online 73 2.1.15 Web of Knowledge/Arts and Humanities Citation Index 74 2.2 Literatur beschaffen: Advanced 76 2.2.1 Portale für Retrodigitalisate und andere Volltexte 76 2.2.1.1 Google Books 76 2.2.1.2 Gallica 77 2.2.1.3 Europeana 81 2.2.1.4 Hispana 82 2.2.1.5 Internetculturale/Biblioteca digitale 82 2.2.1.6 Google Scholar 83 2.2.1.7 BASE 84 2.2.1.8 OAIster 85 2.2.1.9 Internet Archive 85 2.2.1.10 HathiTrust 86 2.2.2 Ausländische Bibliothekskataloge 87 2.2.2.1 Catalogue de la Bibliothèque nationale de France 87 2.2.2.2 Verbundkatalog der französischen Universitätsbibliotheken(SUDOC) 88 2.2.2.3 Catálogo de la Biblioteca Nacional de España 89 2.2.2.4 Verbundkatalog der spanischen Universitätsbibliotheken(REBIUN) 89 2.2.2.5 Internetculturale/Servizio bibliotecario nazionale 89 2.2.3 Virtuelle Fachbibliotheken und Linksammlungen 90 2.2.3.1 ViFaRom 90 2.2.3.2 Cibera 90 2.2.3.3 Les signets de la BnF 91 2.2.4 Zeitschriftenvolltextarchive 92 2.2.4.1 JSTOR 93 2.2.4.2 Project MUSE 94 2.2.4.3 Periodicals Archive Online (PAO) 95 2.2.4.4 Digizeitschriften – Das deutsche digitale Zeitschriftenarchiv 97 2.2.4.5 Persée 98 2.2.4.6 Torrossa/Editoria Italiana Online (EIO) – Periodici 99 3 Informationen weiterverarbeiten 100 3.1 Treffer bewerten, exportieren und verwalten 100 3.2 Dokumentlieferung 103 3.2.1 Fernleihe 103 3.2.2 Subito 104 3.2.3 RefDoc 105 3.2.4 eBooks on Demand (EOD) 105 3.3 Literatur richtig zitieren 105 Anstelle eines Glossars 113 Verzeichnis der Informationsressourcen 114 Noch mehr Literaturhinweise, Ratgeber, Datenbanken, Bibliographien und Quellen 118 Sachregister 125 Abbildungsnachweis 127",2012,2025-11-07 11:50:12,2025-11-07 11:50:12,2012-07-08 10:25:18,,,,,,,,Erfolgreich recherchieren,,,,De Gruyter Saur,München,de,,,,,,,"Broschiert: 19,95 € Auch als E-Book erhältlich.","Der Band Erfolgreich recherchieren – Romanistik bietet einen umfassenden Überblick zu allen Teilgebieten der Romanistik. Im Vordergrund stehen elektronische Angebote, berücksichtigt werden aber auch die gedruckten Informationsmittel, die für die Romanistik nach wie vor unverzichtbar sind. In einem ›Basic‹-Kapitel lernen Sie von Grund auf, wie Sie Bücher und Aufsätze zur romanistischen Linguistik und Literaturwissenschaft suchen und finden und wie Sie diese Werke in elektronischer und gedruckter Form beschaffen. Hier erfahren Sie auch, wie Bibliotheken effektiv - also zeitsparend und nachhaltig - zu nutzen sind. Ein ›Advanced‹-Kapitel führt die Recherchetipps dann sowohl methodisch als auch am praktischen Einzelfall orientiert weiter aus, so dass Sie sich auf dem weiten Feld der Möglichkeiten bald professionell bewegen können. Ein eigener Teil des Buches widmet sich schließlich der Weiterverarbeitung der gefundenen Informationen, d.h. der Dokumentenlieferung, der Verwendung von Literaturverwaltungsprogrammen und dem richtigen Zitieren. Ob also für das erste Referat oder die Abschluss- oder Doktorarbeit - hier bekommen Sie einen kompetenten Leitfaden für die erfolgreiche romanistische Recherche an die Hand.

<div class=""comment"">
<p>This description was automatically added from 
<a href=""https://books.google.com/books?id=JK8VXK7QMNAC"">Google Books</a>. 
For a customized abstract or excerpt, add a note to the item in the 
<a href=""github.com/{{github}}/{{BASE_URL}}"">Zotero library</a></p>
</div>",,,,act_Discovering; obj_Research,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IGCVWH5P,book,2000,"Hockey, Susan",Electronic Texts in the Humanities,,978-0-19-871194-0,,,http://ukcatalogue.oup.com/product/9780198711940.do,"The first overview of electronic texts in the humanities     Shows Internet users what tools and techniques can be used to analyse and manipulate electronic texts With word processing and the Internet, computing is much more part and parcel of the everyday life of the humanities scholar, but computers can do much more than assist with writing or Internet searching. This book introduces a range of tools and techniques for manipulating and analysing electronic texts in the humanities. It shows how electronic texts can be used for the literary analysis, linguistic analysis, authorship attribution, and the preparation and publication of electronic scholarly editions. It assesses the ways in which research in corpus and computational linguistics can feed into better electronic tools for humanities research. The tools and techniques discussed in this book will feed into better Internet tools and pave the way for the electronic scholar of the twenty-first century.",2000,2025-11-07 11:50:12,2025-11-07 11:50:12,,,,,,,,,,,,,Oxford University Press,Oxford,en,,,,,,,,"With word processing and the Internet, computing is much more part and parcel of the everyday life of the humanities scholar, but computers can do much more than assist with writing or Internet searching. This book introduces a range of tools and techniques for manipulating and analysing electronic texts in the humanities. It shows how electronic texts can be used for the literary analysis, linguistic analysis, authorship attribution, and the preparation and publication of electronic scholarly editions. It assesses the ways in which research in corpus and computational linguistics can feed into better electronic tools for humanities research. The tools and techniques discussed in this book will feed into better Internet tools and pave the way for the electronic scholar of the twenty-first century.",,,,meta_GiveOverview; X-CHECK; AnalyzeStatistically; AnalyzeQualitatively,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALB7SG9Z,book,2011,"Haber, Peter",Digital Past. Geschichtswissenschaften im digitalen Zeitalter,,978-3-486-70704-5,,,http://www.amazon.de/Digital-Past-Geschichtswissenschaft-digitalen-Zeitalter/dp/3486707043,"Digitale Ressourcen, multimediale Methoden und das Werkzeug Computer bestimmen scheinbar selbstverständlich die tägliche Arbeit des Historikers, der Historikerin. Peter Haber geht der Frage nach, wie die Digitalisierung der Welt die Wissenschaft von der Vergangenheit verändert. Wie wird Geschichte im 21. Jahrhundert geschrieben? Wie wird unser Wissen neu geordnet? Welche Macht hat Google? Eines ist offensichtlich: die Medienrevolutionen des Web und des Web 2.0 wirken massiv auf das Fach Geschichte und auf die Geschichtswissenschaft ein. Haber macht die Veränderungen der letzten Jahrzehnte greifbar und wagt einen Blick auf neue Perspektiven für die Wissenschaft von der Vergangenheit. ""Peter Habers 'Digital Past' sollte Pflichtlektüre für alle sein, die sich für die digitale Geschichtswissenschaft in der Vergangenheit, Gegenwart und Zukunft interessieren."" Mills Kelly, Assoziierter Direktor des Center for History and New Media an der George Mason University",2011,2025-11-07 11:50:12,2025-11-07 11:50:12,,,,,,,,,,,,,Oldenbourg Wissenschaftsverlag,München,de,,,,,,,,"<div class=""comment"">
<p>This book needs an abstract or excerpt, and it doesn't have a Google Books description available to use. For a customized abstract or excerpt, add a note to the item in the 
<a href=""github.com/{{github}}/{{BASE_URL}}"">Zotero library</a></p>
</div>",,,,meta_GiveOverview; obj_DigitalHumanities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I5FA8BSX,book,2014,"Hoover, David L.; Culpeper, Jonathan; O'Halloran, Kieran","Digital Literary Studies: Corpus Approaches to Poetry, Prose, and Drama",,978-0-415-35230-7,,,http://www.amazon.de/Digital-Literary-Studies-Approaches-Linguistics/dp/0415352304,"Digital Literary Studies presents a broad and varied picture of the promise and potential of methods and approaches that are crucially dependent upon the digital nature of the literary texts it studies and the texts and collections of texts with which they are compared. It focuses on style, diction, characterization, and interpretation of single works and across larger groups of texts, using both huge natural language corpora and smaller, more specialized collections of texts created for specific tasks, and applies statistical techniques used in the narrower confines of authorship attribution to broader stylistic questions. It addresses important issues in each of the three major literary genres, and intentionally applies different techniques and concepts to poetry, prose, and drama. It aims to present a provocative and suggestive sample intended to encourage the application of these and other methods to literary studies. Hoover, Culpeper, and O'Halloran push the methods, techniques, and concepts in new directions, apply them to new groups of texts or to new questions, modify their nature or method of application, and combine them in innovative ways",2014,2025-11-07 11:50:12,2025-11-07 11:50:12,,,202,,,,,,,,,,Routledge,London,en,,,,,,,,"The book presents a varied picture of the possibilities of digital literary studies in the areas of style, diction, and characterization. It uses both huge natural language corpora and smaller, more specialized collections of texts created for specific tasks, and provocatively applies statistical techniques to broader literary and stylistic questions.",,,,meta_GiveOverview; obj_Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
